Decade,Date,Time,Location,Operator,Flight_Num,Route,Ac_Type,Registration,Cn_Ln,Aboard,Fatalities,Ground,Summary,Aboard_Total,Fatalities_Total,Operator_vs_Military,Country_location,Code,Country_Geopy,State_Code
1970,1977-05-16,1735,"New York, New York",New  York Helicopter,,Pan Am building - JFK Airport,Sikorsky S61L,N619PA,61427,"{'total': 25, 'passengers': 22, 'crew': 3}","{'total': 4, 'passengers': 4, 'crew': 0}",1.0,"While passengers were loading aboard the helicopter on top of the Pan Am building, the landing  gear collapsed causing the helicopter to tip on its side.  Four people, waiting to board the craft  were killed by the rotating blades. One of the blades tore loose and struck a window breaking in two. One-half of the blade then sailed two blocks striking and killing a pedestrian, 800 feet below the heliport. Fatigue failure of the upper right forward fitting of the right main landing gear tube assembly. The fatigue originated from a small surface pit of undetermined source.",25,4,New  York Helicopter,"{'place_id': 371663561, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 175905, 'lat': '40.7127281', 'lon': '-74.0060152', 'class': 'boundary', 'type': 'administrative', 'place_rank': 10, 'importance': 0.8175766115, 'addresstype': 'city', 'name': 'New York', 'display_name': 'New York, United States', 'boundingbox': ['40.4765780', '40.9176300', '-74.2588430', '-73.7002330']}",USA,"New York, United States",NY
1970,1977-06-21,2230,Off Wake Island,Military - U.S. Navy,,Wake-Agana,Lockheed EC-130Q,156176,4280,"{'total': 16, 'passengers': 0, 'crew': 16}","{'total': 16, 'passengers': 0, 'crew': 16}",0.0,Crashed into the Pacific Ocean and exploded moments after taking off from Wake Island Air Base. The plane rose no higher than 400 ft. before crashing one mile from the end of the runway.,16,16,Military,"{'place_id': 256361133, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 23720504, 'lat': '19.28988935', 'lon': '166.64921739111432', 'class': 'place', 'type': 'island', 'place_rank': 17, 'importance': 0.4800061651, 'addresstype': 'island', 'name': 'Wake Island', 'display_name': 'Wake Island, United States', 'boundingbox': ['19.2699818', '19.3097898', '166.5990427', '166.6573812']}",USA,"Wake Island, United States",False
1970,1977-07-06,2330,"Saint Louis, Missouri",Fleming International Airways,,"Saint Louis, MO - Detroit, MI",Lockheed L-188AF Electra,N280F,1076,"{'total': 3, 'passengers': 0, 'crew': 3}","{'total': 3, 'passengers': 0, 'crew': 3}",0.0,"After taking off the cargo plane's No. 2 engine did not develop power, the plane rolled to the right and crashed. Attempted operation with known deficiencies in equipment. Failed to follow approved procedures. Inadequate maintenance and inspection.",3,3,Fleming International Airways,"{'place_id': 322983104, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1180533, 'lat': '38.6280278', 'lon': '-90.1910154', 'class': 'boundary', 'type': 'administrative', 'place_rank': 12, 'importance': 0.649895757, 'addresstype': 'independent_city', 'name': 'St. Louis', 'display_name': 'St. Louis, Missouri, United States', 'boundingbox': ['38.5323215', '38.7743018', '-90.3206525', '-90.1641941']}",USA,"Missouri, United States",MO
1970,1977-08-01,1236,"Encino, California",Private KNBC Los Angeles,,Burbank - Santa Barbara,Bell 206B JetRanger,N4TV,,"{'total': 2, 'passengers': 1, 'crew': 1}","{'total': 2, 'passengers': 1, 'crew': 1}",0.0,"The helicopter, piloted by Francis Gary Powers, 48, crashed in Balboa Park on the way back from covering a news story on a brush fire in Santa Barbara. Francis Gary Powers was famous for piloting the U-2 spy plane in 1960 that was shot down by the Russians and caused a major political crisis for President Eisenhower.  Powers was a helicopter pilot and newscaster for KNBC in Los Angeles. Power's cameraman was also killed. The helicopter apparently ran out of fuel.",2,2,Private KNBC Los Angeles,"{'place_id': 309333077, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 150962405, 'lat': '34.1591324', 'lon': '-118.5016166', 'class': 'place', 'type': 'suburb', 'place_rank': 19, 'importance': 0.4509364193, 'addresstype': 'suburb', 'name': 'Encino', 'display_name': 'Encino, Los Angeles, California, 91436, United States', 'boundingbox': ['34.1391324', '34.1791324', '-118.5216166', '-118.4816166']}",USA,"California, United States",CA
1970,1977-08-25,0540,"Kona, Hawaii",Island Airways,,Honolulu-Kailua Kona,Shorts SC-7 Skyvan 3-200,N4917,SH-1850,"{'total': 2, 'passengers': 0, 'crew': 2}","{'total': 2, 'passengers': 0, 'crew': 2}",0.0,"The cargo plane stalled, went into a spin and crashed short of the runway. Failure to maintain flying speed.",2,2,Island Airways,"{'place_id': 32804772, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5216667977, 'lat': '19.6472213', 'lon': '-155.9966428', 'class': 'shop', 'type': 'bicycle', 'place_rank': 30, 'importance': 1e-05, 'addresstype': 'shop', 'name': 'Kona Bikeworks', 'display_name': 'Kona Bikeworks, ʻEho Street, Kailua, Hawaiʻi County, Hawaii, 96840, United States', 'boundingbox': ['19.6471713', '19.6472713', '-155.9966928', '-155.9965928']}",USA,"Hawaii, United States",HI
1970,1977-09-06,1452,"Mt. Iliamna, Alaska",Alaska Aeronautical Industries,302,Iliamna - Anchorage,de Havilland Canada DHC-6 Twin Otter 200,N563MA,196,"{'total': 13, 'passengers': 11, 'crew': 2}","{'total': 13, 'passengers': 11, 'crew': 2}",0.0,"Crashed in level flight  into Mt. Iliamna glacier at 7,000 feet. Failure of the flight crew to use proper navigational procedures for the route being flown especially their failure to use the available backup means of navigation to verify the position and progress of the flight. Recovery of bodies or wreckage not possible.",13,13,Alaska Aeronautical Industries,"{'place_id': 32694714, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2758123854, 'lat': '60.0321758', 'lon': '-153.091521', 'class': 'natural', 'type': 'volcano', 'place_rank': 18, 'importance': 0.3403008844, 'addresstype': 'volcano', 'name': 'Mount Iliamna', 'display_name': 'Mount Iliamna, Kenai Peninsula, Alaska, United States', 'boundingbox': ['60.0321258', '60.0322258', '-153.0915710', '-153.0914710']}",USA,"Alaska, United States",AK
1970,1977-09-12,0012,"Yakutat, Alaska",Safe Air Cargo,,Yakutat - Anchorage,Douglas DC-7BF,N6314J,45359/868,"{'total': 4, 'passengers': 0, 'crew': 4}","{'total': 4, 'passengers': 0, 'crew': 4}",0.0,The cargo plane did not gain altitude after taking off and crashed into trees 2.5 miles from the runway. The aircraft was overloaded and lost an engine on takeoff.,4,4,Safe Air Cargo,"{'place_id': 375155703, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 33005072, 'lat': '59.5520005', 'lon': '-139.7325742', 'class': 'place', 'type': 'locality', 'place_rank': 25, 'importance': 0.4860381184, 'addresstype': 'village', 'name': 'Yakutat', 'display_name': 'Yakutat, Alaska, United States', 'boundingbox': ['59.4425530', '59.7029230', '-139.8632220', '-139.4001210']}",USA,"Alaska, United States",AK
1970,1977-09-14,2348,"Near Albuquerque, New Mexico",Military - U.S. Air Force,,Kirtland AFB - Nellis AFB,Boeing - EC-135K,62-3536,,"{'total': 20, 'passengers': 0, 'crew': 20}","{'total': 20, 'passengers': 0, 'crew': 20}",0.0,Crashed into a mountain peak in the Manzano range shortly after taking off and making a right bank. The aircraft was observed flying too low and did not heed the controller's warnings. Fatigue may have played a part in the accident.,20,20,Military,"{'place_id': 317963541, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 162014, 'lat': '34.5802074', 'lon': '-105.996047', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7154563007, 'addresstype': 'state', 'name': 'New Mexico', 'display_name': 'New Mexico, United States', 'boundingbox': ['31.3322006', '37.0001788', '-109.0502229', '-103.0022266']}",USA,"New Mexico, United States",NM
1970,1977-10-20,1852,"Near Gillsburg, Mississippi",L & J Company,,Greenville - Baton Rouge,Convair CV-300,N55VM,003,"{'total': 26, 'passengers': 24, 'crew': 2}","{'total': 6, 'passengers': 4, 'crew': 2}",0.0,"The crew diverted to Mc Comb because of low fuel. Both engines quit before the aircraft could land and a forced landing was attempted in a wooded area. The plane struck trees before it could make a forced landing in an open field. Lead singer Ronnie Van Zant, 29, guitarist Stevie Gaines, back up vocalist Cassie Gaines and assistant manager Dean Kilpatrick of the Lynyrd Skynyrd band killed.  Several other members of the band were seriously injured. Fuel exhaustion due to crew inattention of the fuel supply. Contributing factors were improper flight planning and a malfunction in the No.2 engine which caused a higher than normal fuel consumption.",26,6,L & J Company,"{'place_id': 321173572, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 161943, 'lat': '32.9715285', 'lon': '-89.7348497', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7003917785, 'addresstype': 'state', 'name': 'Mississippi', 'display_name': 'Mississippi, United States', 'boundingbox': ['30.1436769', '34.9960168', '-91.6550090', '-88.0977945']}",USA,"Mississippi, United States",MS
1970,1977-12-08,1200,"Intracostal City, Louisiana",Petroleum Helicopter,,,SNIAS SA330J,N4730S,,"{'total': 19, 'passengers': 18, 'crew': 1}","{'total': 17, 'passengers': 16, 'crew': 1}",0.0,Collided with cable crane. Crane operator failed to park crane boom in stowed position.,19,17,Petroleum Helicopter,"{'place_id': 293881560, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 1182650531, 'lat': '29.875833450000002', 'lon': '-92.12879458264925', 'class': 'man_made', 'type': 'works', 'place_rank': 30, 'importance': 1e-05, 'addresstype': 'man_made', 'name': 'Intracostal City Drydock & Shipbuilding', 'display_name': 'Intracostal City Drydock & Shipbuilding, Live Oak Road, Bancker, Vermilion Parish, Louisiana, United States', 'boundingbox': ['29.8747514', '29.8773239', '-92.1310436', '-92.1278769']}",USA,"Louisiana, United States",LA
1970,1977-12-13,1922,"Evansville, Indiana","National Jet Services Inc.,  (Air Indiana)",216,Evansville - Nashville,Douglas DC-3,N51071,4837,"{'total': 29, 'passengers': 26, 'crew': 3}","{'total': 29, 'passengers': 26, 'crew': 3}",0.0,"The plane crashed during takeoff in rain and fog. Killed, were the entire Evansville basketball team. The aileron on one wing and rudder remained locked upon takeoff, which made it extremely difficult to bank. An attempted takeoff with the rudder and right aileron control locks installed, in combination with a rearward center of gravity. Improperly loaded luggage which resulted in rearward center of gravity which resulted in the aircraft's rotating to a nose-high attitude immediately after takeoff and entering the region of reversed command from which the pilot was unable to recover.",29,29,"National Jet Services Inc.,  (Air Indiana)","{'place_id': 324024881, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 127319, 'lat': '37.970495', 'lon': '-87.5715641', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.5392181415, 'addresstype': 'city', 'name': 'Evansville', 'display_name': 'Evansville, Vanderburgh County, Indiana, United States', 'boundingbox': ['37.9355880', '38.0568900', '-87.6375480', '-87.4498736']}",USA,"Indiana, United States",IN
1970,1977-12-18,0138,"Near Salt Lake City, Utah",United Air Lines,2860,"San Francisco, CA - Salt Lake City, Utah",Douglas DC-8-54F,N8047U,45880/275,"{'total': 3, 'passengers': 0, 'crew': 3}","{'total': 3, 'passengers': 0, 'crew': 3}",0.0,"While in a holding pattern because of electrical problems the cargo plane cashed into 7,600 ft. mountain. The approach controller's issuance and the flight crew's acceptance of an incomplete and ambiguous holding clearance in combination with the flight crew's failure to adhere to prescribed impairment-of-communications procedures and prescribed holding procedures. The controller's and flight crew's actions are attributed to probable habits of imprecise communication and of imprecise adherence to procedures developed through years of exposure to operations in a radar environment. Contributing to the accident was the failure of the aircraft's No.1 electrical system for unknown reasons.",3,3,United Air Lines,"{'place_id': 317692280, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 161993, 'lat': '39.4225192', 'lon': '-111.714358', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7037654307, 'addresstype': 'state', 'name': 'Utah', 'display_name': 'Utah, United States', 'boundingbox': ['36.9978085', '42.0017020', '-114.0528506', '-109.0415767']}",USA,"Utah, United States",UT
1960,1963-01-14,2338,"Kaktovik (Barter Island), Alaska",Wien,,Perry Island - Kaktovik,Beechcraft AT-11 Kansan,N65458,4084,"{'total': 6, 'passengers': 5, 'crew': 1}","{'total': 5, 'passengers': 4, 'crew': 1}",0.0,"While on approach to Kaktovik Airport, the pilot encountered poor weather conditions with fog. Descending under VFR, the twin engine aircraft struck the ground a few km short of runway.  The pilot descended too low under VFR in poor weather conditions and reduced visibility. Three of the victims were USAF officers.",6,5,Wien,"{'place_id': 173298455, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1116270, 'lat': '64.4459613', 'lon': '-149.680909', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7211125073, 'addresstype': 'state', 'name': 'Alaska', 'display_name': 'Alaska, United States', 'boundingbox': ['51.0070029', '71.5889534', '-180.0000000', '180.0000000']}",USA,"Alaska, United States",AK
1960,1963-01-17,1553,"Great Salt Lake, Utah",West Coast Airlines,703,Training,Fairchild F-27,N2703,6,"{'total': 3, 'passengers': 0, 'crew': 3}","{'total': 3, 'passengers': 0, 'crew': 3}",0.0,Crashed into the Great Salt Lake while practicing an emergency decent during training. Crews lack of vigilance for undetermined reason.,3,3,West Coast Airlines,"{'place_id': 315268733, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1206317, 'lat': '41.1762016', 'lon': '-112.602336124358', 'class': 'natural', 'type': 'water', 'place_rank': 22, 'importance': 0.5001237401, 'addresstype': 'water', 'name': 'Great Salt Lake', 'display_name': 'Great Salt Lake, Utah, United States', 'boundingbox': ['40.6690029', '41.6837458', '-113.0074081', '-111.9302125']}",USA,"Utah, United States",UT
1960,1963-01-26,,"Kotzebue, Alaska",Skyvan Airways,,Kotzebue - Cape Lisburne,Curtiss C-46F,N67933,22380,"{'total': 2, 'passengers': 0, 'crew': 2}","{'total': 1, 'passengers': 0, 'crew': 1}",0.0,The cargo plane crashed after a go-around was attempted.  An uncontrollable loss of altitude caused by adverse wind conditions during an attempted go-around.,2,1,Skyvan Airways,"{'place_id': 32923857, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 4471130, 'lat': '66.8982057', 'lon': '-162.5977621', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.4762122045, 'addresstype': 'city', 'name': 'Kotzebue', 'display_name': 'Kotzebue, Northwest Arctic, Alaska, United States', 'boundingbox': ['66.8045100', '66.9509624', '-162.6239656', '-162.3857149']}",USA,"Alaska, United States",AK
1960,1963-01-29,2244,"Kansas City, Missouri",Continental Airlines,290,"Midland, TX - Kansas City, MO",Vickers Viscount 812,N242V,356,"{'total': 8, 'passengers': 5, 'crew': 3}","{'total': 8, 'passengers': 5, 'crew': 3}",0.0,"While making a straight in approach, the aircraft continued flying over the runway to the south end and while at a height of 90 feet, suddenly pitched down and struck the ground. Icing of the horizontal stabilizer which led to loss of pitch control.",8,8,Continental Airlines,"{'place_id': 322550872, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 141008, 'lat': '39.100105', 'lon': '-94.5781416', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.6305605306000001, 'addresstype': 'city', 'name': 'Kansas City', 'display_name': 'Kansas City, Jackson County, Missouri, United States', 'boundingbox': ['38.8271760', '39.3566620', '-94.7659170', '-94.3855220']}",USA,"Missouri, United States",MO
1960,1963-01-30,0200,"Off Patuxent River, Maryland",Military - U.S. Navy,,Training,Lockheed P-3A Orion,149672,5013,"{'total': 14, 'passengers': 0, 'crew': 14}","{'total': 14, 'passengers': 0, 'crew': 14}",0.0,"Crashed en route into the ocean, 231 miles east of Atlantic City, New Jersey..",14,14,Military,"{'place_id': 4511521, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 162112, 'lat': '39.5162401', 'lon': '-76.9382069', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.724620353, 'addresstype': 'state', 'name': 'Maryland', 'display_name': 'Maryland, United States', 'boundingbox': ['37.8865288', '39.7228824', '-79.4873055', '-74.9852049']}",USA,"Maryland, United States",MD
1960,1963-02-03,1207,"San Francisco, California",Slick Airways,40,Norfolk - Dallas - China Lake,Lockheed 1049H Super Constellation,N9740Z,4851,"{'total': 8, 'passengers': 5, 'crew': 3}","{'total': 4, 'passengers': 2, 'crew': 2}",0.0,"The aircraft struck approach lights 1,170 feet from the runway threshold, climbed to about 200 feet and then crashed approximately 1,900 feet beyond the threshold and on the left edge of Runway 28L. Continuation of an instrument approach after adequate visual reference was lost below authorized minimums. Inadequate monitoring of the  instrument approach by the PAR controller was a contributing factor.",8,4,Slick Airways,"{'place_id': 312148942, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 111968, 'lat': '37.7792588', 'lon': '-122.4193286', 'class': 'boundary', 'type': 'administrative', 'place_rank': 12, 'importance': 0.7251309464, 'addresstype': 'city', 'name': 'San Francisco', 'display_name': 'San Francisco, California, United States', 'boundingbox': ['37.6403143', '37.9298110', '-123.1738250', '-122.2814790']}",USA,"California, United States",CA
1960,1963-02-12,1348,"Near Miami, Florida",Northwest Orient Airlines,705,Miami - Chicago,Boeing B-720-051B,N724US,18354/224,"{'total': 43, 'passengers': 35, 'crew': 8}","{'total': 43, 'passengers': 35, 'crew': 8}",0.0,"The aircraft crashed 37 miles west-southwest of Miami after penetrating a thunderstorm and encountering severe turbulence. The aircraft initially entered an area of updrafts followed by downdrafts which put the aircraft into a high speed dive. While trying to pull out of the dive, the aircraft broke apart from excessive g forces. The crew is believed to have concentrated on maintaining a given airspeed in an extreme turbulence condition instead of flying attitude. In doing so, excessive stress was applied to the wings which separated from the fuselage. The weather was considerably worse than forecast.",43,43,Northwest Orient Airlines,"{'place_id': 294466527, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 162050, 'lat': '27.7567667', 'lon': '-81.4639835', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7512139728, 'addresstype': 'state', 'name': 'Florida', 'display_name': 'Florida, United States', 'boundingbox': ['24.3963080', '31.0007620', '-87.6348960', '-79.9743060']}",USA,"Florida, United States",FL
1960,1963-02-28,2129,"Boston, Massachusetts",Eastern Air Lines,,,Douglas DC-7,N842D,454448/944,"{'total': 26, 'passengers': 21, 'crew': 5}","{'total': 0, 'passengers': 0, 'crew': 0}",1.0,"With engines idling, a girl ran into the No. 2 propeller despite warnings of ramp personnel. Suicide.",26,0,Eastern Air Lines,"{'place_id': 17756195, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2315704, 'lat': '42.3554334', 'lon': '-71.060511', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.7102507899, 'addresstype': 'city', 'name': 'Boston', 'display_name': 'Boston, Suffolk County, Massachusetts, United States', 'boundingbox': ['42.2279112', '42.3969775', '-71.1912442', '-70.8044881']}",USA,"Massachusetts, United States",MA
1960,1963-03-05,1820,"Camden, Tennesee",Private,-,Kansas City - Dyersburg - Nashville,Piper PA-24-250 Comanche,N7000P,24-2144,"{'total': 4, 'passengers': 3, 'crew': 1}","{'total': 4, 'passengers': 3, 'crew': 1}",0.0,"The plane took off from Dyersburg and flew into a storm. The pilot, Randy Hughes, was not instrument rated, lost control and crashed. The plane was at full throttle in a 45 degree downward attitude when it struck the ground. Singer, Patsy Cline, 30, killed. Also killed were Hawkshaw Hawkins, 39,, Cowboy Copas, 49, and Cline's manager, Randy Hughes, 35. Cline’s friend, Dottie West, offered a ride to Cline. They were to travel  from Kansas City, Kansas, to Nashville. West tried to persuade Cline to ride in the car, believing it was safer. Cline was eager to return home to her children and wanted to take her flight. She refused to ride with West. Cline allegedly told West she was ready if it was her time to leave. Noninstrument pilot attempted visual flight in adverse weather conditions, resulting in a loss of control. Judgment of the pilot in initiating flight in the existing weather conditions.",4,4,Private,"{'place_id': 319062631, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 369155831, 'lat': '32.4553681', 'lon': '-106.4894389', 'class': 'landuse', 'type': 'quarry', 'place_rank': 30, 'importance': 1e-05, 'addresstype': 'landuse', 'name': 'Tennesee', 'display_name': 'Tennesee, White Sands Missile Range S Route 280, Doña Ana County, New Mexico, United States', 'boundingbox': ['32.4553181', '32.4554181', '-106.4894889', '-106.4893889']}",USA,"New Mexico, United States",NM
1960,1963-06-03,1016,"Pacific Ocean, 116 miles WSW of Annette Island, Alaska",Northwest Orient Airlines,293,McChord AFB - Elmendorf AFB,Douglas DC-7CF,N290,45209/861,"{'total': 101, 'passengers': 95, 'crew': 6}","{'total': 101, 'passengers': 95, 'crew': 6}",0.0,"The aircraft was being flown under contract to the military. While en route, the aircraft crashed into the sea.  The last known message was a request to ascend from 14,000 ft. to 18,000 ft. The last known position was 54 degrees 14 minutes N, 134 degrees 41 minutes W. Unable to determine the probable cause due to lack of evidence.",101,101,Northwest Orient Airlines,"{'place_id': 173298455, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1116270, 'lat': '64.4459613', 'lon': '-149.680909', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7211125073, 'addresstype': 'state', 'name': 'Alaska', 'display_name': 'Alaska, United States', 'boundingbox': ['51.0070029', '71.5889534', '-180.0000000', '180.0000000']}",USA,"Alaska, United States",AK
1960,1963-07-02,1549,"Rochester, New York",Mohawk Airlines,112,Rochester - Newark,Martin 404,N449A,14140,"{'total': 43, 'passengers': 40, 'crew': 3}","{'total': 7, 'passengers': 5, 'crew': 2}",0.0,The pilot lost control of the aircraft while attempting to take off in a thunderstorm and crashed.  Poor decision by pilot-in-command  to take off during a severe thunderstorm.,43,7,Mohawk Airlines,"{'place_id': 8483244, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 176069, 'lat': '43.157285', 'lon': '-77.615214', 'class': 'boundary', 'type': 'administrative', 'place_rank': 14, 'importance': 0.5956443917, 'addresstype': 'city', 'name': 'City of Rochester', 'display_name': 'City of Rochester, Monroe County, New York, United States', 'boundingbox': ['43.1033600', '43.2677292', '-77.7015050', '-77.5325100']}",USA,"New York, United States",NY
1960,1963-08-14,1500,"Near Great Falls, Montana",American Air  Export & Import Co.,1814,,Curtiss C-46F-1-CU,N67941,22391,"{'total': 2, 'passengers': 0, 'crew': 2}","{'total': 1, 'passengers': 0, 'crew': 1}",0.0,"The aircraft lost an engine during takeoff and could not gain sufficient altitude, entered a canyon which forced a landing in a field causing the aircraft to strike a small earth dam. The failure of the captain to effect a proper and timely assessment of a power plant malfunction, followed by improper judgment and technique during a single-engine emergency operation.",2,1,American Air  Export & Import Co.,"{'place_id': 315924948, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 162115, 'lat': '47.3752671', 'lon': '-109.638757', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7017360499, 'addresstype': 'state', 'name': 'Montana', 'display_name': 'Montana, United States', 'boundingbox': ['44.3579150', '49.0011094', '-116.0492317', '-104.0395630']}",USA,"Montana, United States",MT
1960,1963-08-28,1230,"Off Miami, Florida",Military - U.S. Air Force / Military -  U.S. Air Force,,,Boeing KC-135A / Boeing KC-135A,61-0319/61-0322,18226/18229,"{'total': 11, 'passengers': 0, 'crew': 11}","{'total': 11, 'passengers': 0, 'crew': 11}",0.0,"A mid-air collision occurred approximately 700 miles east of Miami, Florida.",11,11,Military,"{'place_id': 295256630, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 8062951029, 'lat': '25.8143476', 'lon': '-80.1929369', 'class': 'shop', 'type': 'clothes', 'place_rank': 30, 'importance': 1e-05, 'addresstype': 'shop', 'name': 'Off-White', 'display_name': 'Off-White, 127, Northeast 41st Street, Buena Vista, Miami, Miami-Dade County, Florida, 33137, United States', 'boundingbox': ['25.8142976', '25.8143976', '-80.1929869', '-80.1928869']}",USA,"Florida, United States",FL
1960,1963-09-22,,"Off Dover, Deleware",Military - U.S. Air Force,,"Dover AFB - Lajes, Azores",Douglas C-133A,56-2002,45167,"{'total': 10, 'passengers': 0, 'crew': 10}","{'total': 10, 'passengers': 0, 'crew': 10}",0.0,"About 57 minutes after its departure from Dover AFB, the crew informed ground about its position flying at an altitude of 14,000 feet. In unknown circumstances, the airplane went out of control and crashed into the ocean about 1,440 km east of the coast of New Jersey. SAR operations were initiated but eventually suspended a few days later as no trace of the aircraft nor the 10 crew members was found. Due to lack of evidences, the exact cause of the accident could not be determined with certainty.",10,10,Military,"{'place_id': 320868056, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 21291449, 'lat': '32.7217934', 'lon': '-96.0085935', 'class': 'highway', 'type': 'residential', 'place_rank': 26, 'importance': 0.10001, 'addresstype': 'road', 'name': 'Deleware', 'display_name': 'Deleware, Wills Point, Van Zandt County, Texas, 75169, United States', 'boundingbox': ['32.7216707', '32.7221764', '-96.0097454', '-96.0069034']}",USA,"Texas, United States",TX
1960,1963-10-14,1133,"Jamaica, New York",New York Airways,600,Idlewild - Newark,Boeing Vetrol 107 II helicopter,N6673D,3,"{'total': 6, 'passengers': 3, 'crew': 3}","{'total': 6, 'passengers': 3, 'crew': 3}",0.0,The helicopter crashed to the ground and burned. Fatigue failure of the drive quill shaft due to contamination of the lubrication system in the aft transmission assembly.,6,6,New York Airways,"{'place_id': 15101999, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2870761549, 'lat': '40.7029134', 'lon': '-73.8006429', 'class': 'place', 'type': 'quarter', 'place_rank': 20, 'importance': 0.4541673268, 'addresstype': 'quarter', 'name': 'Jamaica', 'display_name': 'Jamaica, 148-02, Queens County, New York, 11435, United States', 'boundingbox': ['40.6929134', '40.7129134', '-73.8106429', '-73.7906429']}",USA,"New York, United States",NY
